ablation,task,regime,seed,success_rate,interpretation
full_failed_rollout_audit,occluded_push_recovery,combined_hidden_mechanisms,1,0.708333,all components
full_failed_rollout_audit,occluded_push_recovery,combined_hidden_mechanisms,2,0.652778,all components
full_failed_rollout_audit,occluded_push_recovery,combined_hidden_mechanisms,3,0.694444,all components
full_failed_rollout_audit,occluded_push_recovery,combined_hidden_mechanisms,4,0.694444,all components
full_failed_rollout_audit,occluded_push_recovery,combined_hidden_mechanisms,5,0.625000,all components
full_failed_rollout_audit,occluded_push_recovery,combined_hidden_mechanisms,6,0.708333,all components
full_failed_rollout_audit,payload_handover,nominal,0,0.791667,all components
full_failed_rollout_audit,payload_handover,nominal,1,0.847222,all components
full_failed_rollout_audit,payload_handover,nominal,2,0.694444,all components
full_failed_rollout_audit,payload_handover,nominal,3,0.819444,all components
full_failed_rollout_audit,payload_handover,nominal,4,0.722222,all components
full_failed_rollout_audit,payload_handover,nominal,5,0.819444,all components
full_failed_rollout_audit,payload_handover,nominal,6,0.736111,all components
full_failed_rollout_audit,payload_handover,friction_shift,0,0.638889,all components
full_failed_rollout_audit,payload_handover,friction_shift,1,0.805556,all components
full_failed_rollout_audit,payload_handover,friction_shift,2,0.819444,all components
full_failed_rollout_audit,payload_handover,friction_shift,3,0.708333,all components
full_failed_rollout_audit,payload_handover,friction_shift,4,0.597222,all components
full_failed_rollout_audit,payload_handover,friction_shift,5,0.791667,all components
full_failed_rollout_audit,payload_handover,friction_shift,6,0.791667,all components
full_failed_rollout_audit,payload_handover,compliance_shift,0,0.666667,all components
full_failed_rollout_audit,payload_handover,compliance_shift,1,0.833333,all components
full_failed_rollout_audit,payload_handover,compliance_shift,2,0.750000,all components
full_failed_rollout_audit,payload_handover,compliance_shift,3,0.805556,all components
full_failed_rollout_audit,payload_handover,compliance_shift,4,0.805556,all components
full_failed_rollout_audit,payload_handover,compliance_shift,5,0.861111,all components
full_failed_rollout_audit,payload_handover,compliance_shift,6,0.763889,all components
full_failed_rollout_audit,payload_handover,occlusion_persistence,0,0.736111,all components
full_failed_rollout_audit,payload_handover,occlusion_persistence,1,0.750000,all components
full_failed_rollout_audit,payload_handover,occlusion_persistence,2,0.638889,all components
full_failed_rollout_audit,payload_handover,occlusion_persistence,3,0.680556,all components
full_failed_rollout_audit,payload_handover,occlusion_persistence,4,0.791667,all components
full_failed_rollout_audit,payload_handover,occlusion_persistence,5,0.777778,all components
full_failed_rollout_audit,payload_handover,occlusion_persistence,6,0.736111,all components
full_failed_rollout_audit,payload_handover,contact_mode_flip,0,0.777778,all components
full_failed_rollout_audit,payload_handover,contact_mode_flip,1,0.694444,all components
full_failed_rollout_audit,payload_handover,contact_mode_flip,2,0.777778,all components
full_failed_rollout_audit,payload_handover,contact_mode_flip,3,0.625000,all components
full_failed_rollout_audit,payload_handover,contact_mode_flip,4,0.722222,all components
full_failed_rollout_audit,payload_handover,contact_mode_flip,5,0.750000,all components
full_failed_rollout_audit,payload_handover,contact_mode_flip,6,0.694444,all components
full_failed_rollout_audit,payload_handover,actuator_lag,0,0.638889,all components
full_failed_rollout_audit,payload_handover,actuator_lag,1,0.694444,all components
full_failed_rollout_audit,payload_handover,actuator_lag,2,0.791667,all components
full_failed_rollout_audit,payload_handover,actuator_lag,3,0.777778,all components
full_failed_rollout_audit,payload_handover,actuator_lag,4,0.833333,all components
full_failed_rollout_audit,payload_handover,actuator_lag,5,0.638889,all components
full_failed_rollout_audit,payload_handover,actuator_lag,6,0.611111,all components
full_failed_rollout_audit,payload_handover,payload_shift,0,0.750000,all components
full_failed_rollout_audit,payload_handover,payload_shift,1,0.652778,all components
full_failed_rollout_audit,payload_handover,payload_shift,2,0.680556,all components
full_failed_rollout_audit,payload_handover,payload_shift,3,0.763889,all components
full_failed_rollout_audit,payload_handover,payload_shift,4,0.694444,all components
full_failed_rollout_audit,payload_handover,payload_shift,5,0.694444,all components
full_failed_rollout_audit,payload_handover,payload_shift,6,0.708333,all components
full_failed_rollout_audit,payload_handover,combined_hidden_mechanisms,0,0.750000,all components
full_failed_rollout_audit,payload_handover,combined_hidden_mechanisms,1,0.611111,all components
full_failed_rollout_audit,payload_handover,combined_hidden_mechanisms,2,0.736111,all components
full_failed_rollout_audit,payload_handover,combined_hidden_mechanisms,3,0.569444,all components
full_failed_rollout_audit,payload_handover,combined_hidden_mechanisms,4,0.708333,all components
full_failed_rollout_audit,payload_handover,combined_hidden_mechanisms,5,0.597222,all components
full_failed_rollout_audit,payload_handover,combined_hidden_mechanisms,6,0.833333,all components
full_failed_rollout_audit,peg_insert_with_lag,nominal,0,0.694444,all components
full_failed_rollout_audit,peg_insert_with_lag,nominal,1,0.638889,all components
full_failed_rollout_audit,peg_insert_with_lag,nominal,2,0.736111,all components
full_failed_rollout_audit,peg_insert_with_lag,nominal,3,0.819444,all components
full_failed_rollout_audit,peg_insert_with_lag,nominal,4,0.763889,all components
full_failed_rollout_audit,peg_insert_with_lag,nominal,5,0.763889,all components
full_failed_rollout_audit,peg_insert_with_lag,nominal,6,0.694444,all components
full_failed_rollout_audit,peg_insert_with_lag,friction_shift,0,0.694444,all components
full_failed_rollout_audit,peg_insert_with_lag,friction_shift,1,0.694444,all components
full_failed_rollout_audit,peg_insert_with_lag,friction_shift,2,0.722222,all components
full_failed_rollout_audit,peg_insert_with_lag,friction_shift,3,0.750000,all components
full_failed_rollout_audit,peg_insert_with_lag,friction_shift,4,0.833333,all components
full_failed_rollout_audit,peg_insert_with_lag,friction_shift,5,0.652778,all components
full_failed_rollout_audit,peg_insert_with_lag,friction_shift,6,0.694444,all components
full_failed_rollout_audit,peg_insert_with_lag,compliance_shift,0,0.791667,all components
full_failed_rollout_audit,peg_insert_with_lag,compliance_shift,1,0.666667,all components
full_failed_rollout_audit,peg_insert_with_lag,compliance_shift,2,0.875000,all components
full_failed_rollout_audit,peg_insert_with_lag,compliance_shift,3,0.694444,all components
full_failed_rollout_audit,peg_insert_with_lag,compliance_shift,4,0.763889,all components
full_failed_rollout_audit,peg_insert_with_lag,compliance_shift,5,0.750000,all components
full_failed_rollout_audit,peg_insert_with_lag,compliance_shift,6,0.694444,all components
full_failed_rollout_audit,peg_insert_with_lag,occlusion_persistence,0,0.736111,all components
full_failed_rollout_audit,peg_insert_with_lag,occlusion_persistence,1,0.750000,all components
full_failed_rollout_audit,peg_insert_with_lag,occlusion_persistence,2,0.750000,all components
full_failed_rollout_audit,peg_insert_with_lag,occlusion_persistence,3,0.722222,all components
full_failed_rollout_audit,peg_insert_with_lag,occlusion_persistence,4,0.611111,all components
full_failed_rollout_audit,peg_insert_with_lag,occlusion_persistence,5,0.666667,all components
full_failed_rollout_audit,peg_insert_with_lag,occlusion_persistence,6,0.763889,all components
full_failed_rollout_audit,peg_insert_with_lag,contact_mode_flip,0,0.694444,all components
full_failed_rollout_audit,peg_insert_with_lag,contact_mode_flip,1,0.680556,all components
full_failed_rollout_audit,peg_insert_with_lag,contact_mode_flip,2,0.750000,all components
full_failed_rollout_audit,peg_insert_with_lag,contact_mode_flip,3,0.666667,all components
full_failed_rollout_audit,peg_insert_with_lag,contact_mode_flip,4,0.750000,all components
full_failed_rollout_audit,peg_insert_with_lag,contact_mode_flip,5,0.638889,all components
full_failed_rollout_audit,peg_insert_with_lag,contact_mode_flip,6,0.750000,all components
full_failed_rollout_audit,peg_insert_with_lag,actuator_lag,0,0.736111,all components
full_failed_rollout_audit,peg_insert_with_lag,actuator_lag,1,0.708333,all components
full_failed_rollout_audit,peg_insert_with_lag,actuator_lag,2,0.736111,all components
full_failed_rollout_audit,peg_insert_with_lag,actuator_lag,3,0.652778,all components
full_failed_rollout_audit,peg_insert_with_lag,actuator_lag,4,0.736111,all components
full_failed_rollout_audit,peg_insert_with_lag,actuator_lag,5,0.708333,all components
full_failed_rollout_audit,peg_insert_with_lag,actuator_lag,6,0.625000,all components
full_failed_rollout_audit,peg_insert_with_lag,payload_shift,0,0.763889,all components
full_failed_rollout_audit,peg_insert_with_lag,payload_shift,1,0.652778,all components
full_failed_rollout_audit,peg_insert_with_lag,payload_shift,2,0.763889,all components
full_failed_rollout_audit,peg_insert_with_lag,payload_shift,3,0.666667,all components
full_failed_rollout_audit,peg_insert_with_lag,payload_shift,4,0.597222,all components
full_failed_rollout_audit,peg_insert_with_lag,payload_shift,5,0.708333,all components
full_failed_rollout_audit,peg_insert_with_lag,payload_shift,6,0.777778,all components
full_failed_rollout_audit,peg_insert_with_lag,combined_hidden_mechanisms,0,0.611111,all components
full_failed_rollout_audit,peg_insert_with_lag,combined_hidden_mechanisms,1,0.680556,all components
full_failed_rollout_audit,peg_insert_with_lag,combined_hidden_mechanisms,2,0.638889,all components
full_failed_rollout_audit,peg_insert_with_lag,combined_hidden_mechanisms,3,0.625000,all components
full_failed_rollout_audit,peg_insert_with_lag,combined_hidden_mechanisms,4,0.750000,all components
full_failed_rollout_audit,peg_insert_with_lag,combined_hidden_mechanisms,5,0.611111,all components
full_failed_rollout_audit,peg_insert_with_lag,combined_hidden_mechanisms,6,0.625000,all components
full_failed_rollout_audit,cluttered_navigation_grasp,nominal,0,0.736111,all components
full_failed_rollout_audit,cluttered_navigation_grasp,nominal,1,0.694444,all components
full_failed_rollout_audit,cluttered_navigation_grasp,nominal,2,0.791667,all components
full_failed_rollout_audit,cluttered_navigation_grasp,nominal,3,0.750000,all components
full_failed_rollout_audit,cluttered_navigation_grasp,nominal,4,0.777778,all components
full_failed_rollout_audit,cluttered_navigation_grasp,nominal,5,0.680556,all components
full_failed_rollout_audit,cluttered_navigation_grasp,nominal,6,0.680556,all components
full_failed_rollout_audit,cluttered_navigation_grasp,friction_shift,0,0.763889,all components
full_failed_rollout_audit,cluttered_navigation_grasp,friction_shift,1,0.680556,all components
full_failed_rollout_audit,cluttered_navigation_grasp,friction_shift,2,0.763889,all components
full_failed_rollout_audit,cluttered_navigation_grasp,friction_shift,3,0.736111,all components
full_failed_rollout_audit,cluttered_navigation_grasp,friction_shift,4,0.833333,all components
full_failed_rollout_audit,cluttered_navigation_grasp,friction_shift,5,0.763889,all components
full_failed_rollout_audit,cluttered_navigation_grasp,friction_shift,6,0.791667,all components
full_failed_rollout_audit,cluttered_navigation_grasp,compliance_shift,0,0.805556,all components
full_failed_rollout_audit,cluttered_navigation_grasp,compliance_shift,1,0.777778,all components
full_failed_rollout_audit,cluttered_navigation_grasp,compliance_shift,2,0.680556,all components
full_failed_rollout_audit,cluttered_navigation_grasp,compliance_shift,3,0.722222,all components
full_failed_rollout_audit,cluttered_navigation_grasp,compliance_shift,4,0.750000,all components
full_failed_rollout_audit,cluttered_navigation_grasp,compliance_shift,5,0.708333,all components
full_failed_rollout_audit,cluttered_navigation_grasp,compliance_shift,6,0.694444,all components
full_failed_rollout_audit,cluttered_navigation_grasp,occlusion_persistence,0,0.791667,all components
full_failed_rollout_audit,cluttered_navigation_grasp,occlusion_persistence,1,0.736111,all components
full_failed_rollout_audit,cluttered_navigation_grasp,occlusion_persistence,2,0.625000,all components
full_failed_rollout_audit,cluttered_navigation_grasp,occlusion_persistence,3,0.736111,all components
full_failed_rollout_audit,cluttered_navigation_grasp,occlusion_persistence,4,0.763889,all components
full_failed_rollout_audit,cluttered_navigation_grasp,occlusion_persistence,5,0.694444,all components
full_failed_rollout_audit,cluttered_navigation_grasp,occlusion_persistence,6,0.750000,all components
full_failed_rollout_audit,cluttered_navigation_grasp,contact_mode_flip,0,0.680556,all components
full_failed_rollout_audit,cluttered_navigation_grasp,contact_mode_flip,1,0.694444,all components
full_failed_rollout_audit,cluttered_navigation_grasp,contact_mode_flip,2,0.777778,all components
full_failed_rollout_audit,cluttered_navigation_grasp,contact_mode_flip,3,0.597222,all components
full_failed_rollout_audit,cluttered_navigation_grasp,contact_mode_flip,4,0.805556,all components
full_failed_rollout_audit,cluttered_navigation_grasp,contact_mode_flip,5,0.777778,all components
full_failed_rollout_audit,cluttered_navigation_grasp,contact_mode_flip,6,0.736111,all components
full_failed_rollout_audit,cluttered_navigation_grasp,actuator_lag,0,0.652778,all components
full_failed_rollout_audit,cluttered_navigation_grasp,actuator_lag,1,0.722222,all components
full_failed_rollout_audit,cluttered_navigation_grasp,actuator_lag,2,0.736111,all components
full_failed_rollout_audit,cluttered_navigation_grasp,actuator_lag,3,0.736111,all components
full_failed_rollout_audit,cluttered_navigation_grasp,actuator_lag,4,0.652778,all components
full_failed_rollout_audit,cluttered_navigation_grasp,actuator_lag,5,0.597222,all components
full_failed_rollout_audit,cluttered_navigation_grasp,actuator_lag,6,0.833333,all components
full_failed_rollout_audit,cluttered_navigation_grasp,payload_shift,0,0.750000,all components
full_failed_rollout_audit,cluttered_navigation_grasp,payload_shift,1,0.708333,all components
full_failed_rollout_audit,cluttered_navigation_grasp,payload_shift,2,0.583333,all components
full_failed_rollout_audit,cluttered_navigation_grasp,payload_shift,3,0.638889,all components
full_failed_rollout_audit,cluttered_navigation_grasp,payload_shift,4,0.638889,all components
full_failed_rollout_audit,cluttered_navigation_grasp,payload_shift,5,0.638889,all components
full_failed_rollout_audit,cluttered_navigation_grasp,payload_shift,6,0.638889,all components
full_failed_rollout_audit,cluttered_navigation_grasp,combined_hidden_mechanisms,0,0.722222,all components
full_failed_rollout_audit,cluttered_navigation_grasp,combined_hidden_mechanisms,1,0.611111,all components
full_failed_rollout_audit,cluttered_navigation_grasp,combined_hidden_mechanisms,2,0.666667,all components
full_failed_rollout_audit,cluttered_navigation_grasp,combined_hidden_mechanisms,3,0.736111,all components
full_failed_rollout_audit,cluttered_navigation_grasp,combined_hidden_mechanisms,4,0.791667,all components
full_failed_rollout_audit,cluttered_navigation_grasp,combined_hidden_mechanisms,5,0.722222,all components
full_failed_rollout_audit,cluttered_navigation_grasp,combined_hidden_mechanisms,6,0.625000,all components
minus_failure_traces,drawer_contact_repair,nominal,0,0.736111,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,nominal,1,0.708333,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,nominal,2,0.736111,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,nominal,3,0.708333,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,nominal,4,0.777778,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,nominal,5,0.791667,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,nominal,6,0.666667,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,friction_shift,0,0.708333,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,friction_shift,1,0.652778,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,friction_shift,2,0.722222,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,friction_shift,3,0.722222,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,friction_shift,4,0.694444,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,friction_shift,5,0.666667,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,friction_shift,6,0.583333,removes failed-rollout traces
minus_failure_traces,drawer_contact_repair,compliance_shift,0,0.611111,removes failed-rollout traces
